questao_id,materia,assunto,ativa,n_alt,status
881,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
882,Língua Portuguesa,Estrutura e formação de palavras,true,4,EXPLICACAO_GENERICA
883,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
884,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
885,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
886,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
887,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
888,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
889,Língua Portuguesa,Ortografia,true,4,EXPLICACAO_GENERICA
890,Língua Portuguesa,Ortografia,true,4,EXPLICACAO_GENERICA
891,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
892,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
893,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
894,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
1291,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1292,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1293,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1294,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1295,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1296,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1297,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1298,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1299,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1300,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1301,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1302,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1303,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1304,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1305,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1306,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1307,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1308,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1309,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1310,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1311,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1312,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1313,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1314,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1315,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1316,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1317,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1318,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1319,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1320,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1321,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1322,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1323,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1324,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1325,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1326,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1327,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1328,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1329,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1330,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1331,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1332,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1333,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1334,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1335,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1336,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1337,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1338,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1339,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1340,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1341,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1342,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1343,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1344,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1345,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1346,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1347,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1348,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1349,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1350,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1351,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1352,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1353,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1354,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1355,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1356,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1357,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1358,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1359,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1360,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1361,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1362,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1363,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1364,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1365,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1366,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1367,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1368,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1369,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1370,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1371,Legislação Específica,Lei Maria da Penha,true,2,SEM_EXPLICACAO
1372,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1373,Legislação Específica,Lei Maria da Penha,true,5,SEM_EXPLICACAO
1374,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
1375,Legislação Específica,Lei Maria da Penha,true,4,SEM_EXPLICACAO
